#{"t_start": 1776737730.998286, "env_id": "Hopper-v5"}
r,l,t
517.997399,162,49.503952
546.96046,170,49.539531
537.085119,167,50.169668
484.796215,153,50.198734
309.462429,120,50.222282
549.761522,169,50.254986
567.766326,172,50.288495
561.023818,171,50.321933
549.019947,168,50.35348
505.884441,162,50.383915
529.067203,164,50.415051
527.324165,164,50.445678
526.061618,165,50.478746
513.153389,161,50.510522
515.966286,162,50.9306
490.396087,158,50.960465
514.765143,163,50.992641
498.863587,156,51.022861
550.363415,168,51.055178
516.169284,162,51.08611
446.009361,147,51.118065
528.565846,164,51.151649
511.966674,170,51.186034
519.566662,163,51.218389
348.210282,130,51.245215
478.98207,152,51.276258
444.065497,143,51.304984
498.787787,155,51.336271
519.330186,163,51.783201
528.594943,166,51.814563
541.163255,163,51.846112
572.518473,174,51.880037
530.047597,163,51.911308
313.187215,121,51.934533
577.937481,174,51.967223
302.700155,118,51.989487
533.719808,164,52.021615
537.133515,167,52.053334
471.624454,150,52.081381
520.303198,163,52.112138
515.350596,161,52.142045
585.461395,197,52.560357
532.080527,165,52.593824
163.419039,88,52.610675
117.188867,67,52.62403
492.099156,155,52.653811
209.63607,97,52.67323
540.298059,168,52.704639
512.352396,158,52.735095
504.665725,159,52.765392
599.064178,194,52.801741
579.263515,176,52.833616
474.544633,155,52.862026
516.387481,158,52.891518
200.998632,93,52.908915
581.396205,176,53.3343
470.562351,153,53.36652
537.630428,166,53.399979
515.245023,162,53.431633
539.114371,164,53.462239
580.824391,188,53.501728
547.075501,172,53.534792
496.623107,157,53.565008
515.366196,160,53.594909
498.529194,159,53.624872
536.977015,169,53.657752
504.173668,158,53.687013
493.66108,157,54.09115
522.096855,164,54.121086
533.402734,179,54.154517
495.99748,158,54.18375
562.820314,172,54.216778
531.134883,164,54.24746
529.085183,164,54.27827
520.080497,160,54.308884
500.580139,159,54.338309
354.690259,131,54.364945
331.156588,127,54.3899
483.060639,151,54.418797
408.33409,140,54.444669
541.749016,168,54.86803
497.955668,159,54.897713
120.110017,68,54.910873
117.057193,67,54.923044
532.81267,167,54.952514
524.955067,165,54.981414
579.019233,176,55.012837
518.896453,159,55.04151
515.145467,160,55.070308
409.355704,142,55.095913
520.466698,163,55.124979
535.769238,165,55.154888
538.624066,167,55.185358
96.374316,56,55.195862
495.317746,157,55.224185
111.433502,64,55.599065
482.437862,151,55.627018
534.877916,167,55.656993
531.688015,165,55.688899
545.623608,168,55.719421
542.816933,167,55.749341
108.794805,62,55.760612
510.141232,159,55.789284
525.557058,164,55.821742
564.446647,172,55.854335
557.200413,172,55.885895
492.987087,157,55.914002
516.085577,162,55.943259
505.381608,159,56.332685
539.450861,165,56.361908
545.270262,167,56.391751
529.799878,164,56.421288
490.463288,153,56.448753
562.179288,170,56.480051
434.489197,146,56.510199
178.328728,87,56.527667
540.482773,166,56.559458
550.638587,169,56.591138
534.2658,165,56.621743
475.489454,154,56.671273
497.601589,158,56.726376
523.170344,162,57.12836
545.623987,169,57.161609
557.26377,172,57.194214
116.680835,67,57.207361
121.536937,69,57.220058
553.355838,171,57.254454
445.766159,148,57.286064
547.804795,165,57.320024
488.165793,156,57.351446
449.178203,147,57.382094
558.874794,169,57.415078
573.451522,171,57.449257
308.831361,119,57.472833
530.008023,164,57.504399
497.875158,155,57.534294
518.891071,159,57.970064
518.567912,161,58.000253
547.261664,168,58.032387
537.500509,165,58.065069
482.422154,153,58.094185
555.160583,172,58.126887
572.370095,174,58.15952
491.572918,155,58.189181
492.208401,154,58.218859
510.2613,159,58.250018
527.027363,162,58.282646
474.563556,154,58.312788
487.900929,153,58.723271
561.243123,170,58.756167
521.889253,160,58.786257
465.479662,148,58.814407
521.475194,162,58.845218
553.7836,168,58.877261
551.276023,168,58.908875
561.294239,170,58.940072
499.661139,155,58.968454
528.927593,165,58.999509
572.340121,173,59.031894
542.135187,165,59.062648
551.186217,168,59.094472
461.952294,151,59.506531
547.435599,166,59.538219
499.261086,154,59.567463
341.047738,128,59.591706
573.278186,173,59.625721
516.235229,161,59.658663
502.420637,154,59.689219
561.248634,169,59.722713
573.027423,172,59.755079
568.594175,171,59.789805
542.711695,166,59.821786
424.539485,142,59.848708
537.516885,166,59.880086
515.401974,161,60.295596
525.780128,164,60.328238
550.61686,169,60.360388
512.517229,160,60.391614
509.271341,160,60.421354
519.938738,158,60.452193
420.984045,141,60.479638
519.730687,157,60.509231
471.443637,153,60.537859
412.268904,141,60.564594
438.486965,146,60.59221
448.382153,149,60.620851
538.324493,165,60.652301
526.477937,163,61.065312
538.409658,166,61.097043
362.264226,133,61.123238
543.967443,167,61.209723
520.681759,159,61.258034
569.968826,173,61.290973
487.800307,153,61.320063
529.864422,164,61.351521
543.624221,166,61.405004
529.538921,161,61.436302
564.713011,170,61.468486
528.529798,165,61.500342
572.650963,172,61.916092
542.456051,166,61.947521
515.393826,160,61.976958
533.079797,164,62.007876
195.835687,93,62.025513
531.899442,165,62.056309
520.1093,162,62.084985
537.729557,167,62.115711
461.398821,147,62.142899
543.324226,167,62.172752
506.119603,157,62.201382
502.025184,157,62.229896
502.172481,156,62.258163
536.723592,162,62.67036
504.698218,155,62.700852
539.177438,166,62.731651
518.624755,160,62.761344
530.295986,164,62.792071
496.161388,154,62.820769
502.832143,159,62.849872
483.816711,152,62.879396
526.476895,165,62.910122
532.000076,163,62.940284
551.702552,167,62.971784
525.162559,164,63.004318
518.307775,161,63.038407
548.890183,169,63.636308
520.82459,162,63.671606
520.399872,161,63.707641
536.839996,165,63.74255
474.379106,152,63.77179
511.909669,159,63.804191
535.900711,165,63.836149
466.715981,147,63.86451
457.161256,150,63.893907
553.812327,168,63.927529
519.556581,157,63.958641
494.156024,156,63.990197
543.135397,167,64.023801
524.013969,162,64.436991
522.0783,161,64.467378
515.628103,160,64.496279
485.666794,154,64.524644
563.020987,172,64.556158
550.158833,170,64.58711
494.970543,154,64.615046
518.228999,161,64.644306
478.681646,152,64.67185
543.030634,166,64.70173
501.347492,157,64.730247
308.099715,119,64.751694
528.564658,164,64.781351
503.093336,157,65.230411
501.567421,159,65.2607
560.979728,169,65.293041
509.979175,160,65.32368
503.949848,156,65.35251
495.755402,156,65.381389
542.945483,167,65.413113
550.435103,168,65.445349
480.913165,154,65.473185
506.593619,158,65.502827
478.884196,154,65.53114
505.473735,161,65.56112
539.478595,166,65.592585
533.431799,166,66.0153
555.416082,168,66.04647
535.590211,167,66.076393
519.369907,163,66.106432
441.114713,148,66.134239
534.138581,165,66.165085
566.115417,172,66.197943
523.862901,163,66.230164
449.746287,149,66.258906
532.417031,165,66.290003
523.875078,162,66.322035
531.514433,166,66.353779
563.618205,172,66.792742
517.064348,161,66.824194
547.077483,166,66.855561
565.075226,171,66.886854
607.940535,181,66.919872
535.884531,166,66.951332
565.222244,172,66.983011
429.461772,146,67.010665
539.31757,164,67.042372
547.815825,169,67.074242
542.62789,167,67.105444
486.892932,155,67.133062
540.167245,167,67.163402
504.563426,159,67.567069
569.740895,172,67.600052
438.247249,146,67.627962
545.737672,166,67.660342
112.415043,64,67.672451
122.002326,69,67.685479
327.205544,124,67.708057
443.402727,148,67.735777
360.394932,132,67.760531
571.811458,173,67.792631
561.467783,170,67.823985
559.538827,172,67.856813
567.749749,172,67.888973
500.986482,157,67.917801
558.360582,170,68.331388
581.52473,176,68.364815
581.710192,177,68.39795
524.899889,161,68.428399
565.470232,172,68.460841
557.222662,170,68.494507
540.255758,165,68.52824
563.522719,172,68.563039
557.949417,171,68.596452
530.639042,165,68.628474
480.635726,151,68.657949
542.144403,167,68.689127
547.738138,169,69.119925
448.253285,148,69.148991
581.74141,176,69.184402
112.487666,65,69.197443
542.408918,168,69.230265
551.834788,167,69.261441
536.957844,166,69.293443
543.225291,167,69.324728
569.988749,172,69.356903
548.93759,170,69.388012
545.295849,167,69.418522
555.986794,169,69.450869
403.411707,140,69.476998
528.675786,162,69.883437
555.822086,170,69.914808
530.993424,166,69.94516
558.931241,171,69.976197
357.433401,132,70.000179
574.318731,175,70.03203
543.838848,166,70.062216
500.820609,158,70.091173
548.701209,168,70.121674
589.253036,177,70.154438
536.332985,166,70.184801
553.522883,170,70.215052
542.881317,168,70.60301
526.32184,160,70.631516
568.97701,172,70.663965
570.508478,173,70.695851
566.846575,173,70.72732
523.561522,162,70.757099
560.808456,171,70.787473
551.619485,169,70.817718
578.909163,173,70.850559
119.882711,68,70.863738
566.197574,173,70.895499
540.900438,167,70.925415
572.644938,169,70.956144
570.542272,173,71.371037
550.955069,168,71.402698
567.110074,171,71.433619
548.529764,169,71.464034
565.464225,172,71.495188
576.815494,174,71.526551
580.734149,174,71.558972
574.958195,173,71.590483
574.092378,174,71.622071
576.197659,174,71.65411
572.23406,173,71.685347
507.133316,160,71.714104
558.95949,167,72.1066
104.494094,61,72.117673
519.384331,163,72.14727
587.634063,176,72.179041
56.715552,34,72.185276
546.034472,165,72.214819
563.190844,168,72.244898
567.32969,171,72.275331
519.613601,164,72.304599
545.24911,166,72.333867
561.63645,169,72.363783
565.301095,171,72.394567
587.854049,186,72.429662
545.08167,167,72.45957
571.12477,172,72.8644
578.851837,171,72.895195
587.081726,176,72.927224
189.889463,91,72.943864
558.505519,169,72.974406
501.572141,160,73.003434
500.692524,158,73.032193
449.827713,149,73.059727
564.614932,174,73.092966
602.768071,179,73.125914
205.610763,95,73.143537
554.444257,168,73.173999
548.730024,167,73.203433
562.666294,172,73.6264
513.918538,160,73.658806
590.540985,176,73.694618
457.443874,150,73.724647
586.626427,176,73.758186
575.6601,172,73.7929
581.449037,175,73.826661
570.234545,171,73.859774
545.562832,166,73.891654
109.384772,63,73.903943
586.878015,177,73.938162
596.352323,178,73.972926
585.644921,175,74.616367
546.120878,167,74.653012
539.199211,167,74.688691
500.831414,156,74.718132
535.961502,162,74.748184
495.55302,154,74.777556
466.656403,154,74.806526
529.687,163,74.836354
589.345015,175,74.868453
512.034817,159,74.897699
541.03265,166,74.928066
539.963128,167,74.960231
504.252477,154,74.989336
627.037496,198,75.400248
527.369361,165,75.430294
557.159184,168,75.460914
480.260935,154,75.48937
587.874061,176,75.522111
535.706835,164,75.551507
580.927275,175,75.583548
570.112696,171,75.613914
592.382976,178,75.64696
496.005182,156,75.675533
553.812767,169,75.706303
525.82929,164,75.735788
554.334833,170,76.150689
591.962434,176,76.184017
214.343416,98,76.202843
586.442511,176,76.235928
529.937476,163,76.266965
563.974605,168,76.297995
550.184454,166,76.32915
546.553343,166,76.360915
578.928066,173,76.393136
545.308245,166,76.424247
537.072146,162,76.454997
344.788932,130,76.478883
565.686974,171,76.51199
467.615808,152,76.903607
517.726112,157,76.933116
570.721952,172,76.966949
583.942362,175,77.000009
565.833951,170,77.031797
488.059465,154,77.060853
583.68589,174,77.093078
561.486135,166,77.124142
563.647228,168,77.15409
541.969682,163,77.185906
581.086827,174,77.219036
565.28834,171,77.252247
