#{"t_start": 1776737730.998286, "env_id": "Hopper-v5"}
r,l,t
284.454461,129,9.681426
317.159108,135,9.705499
259.080465,133,9.72912
323.016852,136,9.754104
45.629737,32,9.760229
282.876423,117,9.781479
104.605841,60,9.792335
208.498478,97,9.809868
206.996752,99,9.82802
174.81286,96,9.845215
239.613326,113,9.865534
342.089516,137,10.305812
105.110193,67,10.318127
210.648598,104,10.336687
126.464057,71,10.349907
360.464695,142,10.375996
93.765996,55,10.385782
307.47354,130,10.409309
328.79024,137,10.433181
295.067127,125,10.45537
145.268024,74,10.468458
73.653813,43,10.475859
285.344506,132,10.499095
313.039679,139,10.523668
176.394386,84,10.53928
363.989601,159,10.567939
245.28049,125,10.589896
365.042859,154,10.618494
255.310895,119,10.639574
283.435439,126,11.029522
282.37675,120,11.05277
132.989623,75,11.066738
293.886231,131,11.091302
247.830764,114,11.112702
303.280894,120,11.134711
316.496958,140,11.160628
343.356435,132,11.186128
308.106083,140,11.211879
303.913257,131,11.235864
317.844672,124,11.258362
298.448792,129,11.281279
282.046435,124,11.303573
257.795163,118,11.324697
318.445973,134,11.348268
210.690035,103,11.366575
309.550733,126,11.388808
316.506615,147,11.778913
333.950689,140,11.803612
309.767435,123,11.825368
303.102342,130,11.849053
344.790092,136,11.875029
278.252106,136,11.899588
181.392471,92,11.915897
317.58103,133,11.939375
323.351002,128,11.961826
332.754967,132,11.985028
326.173356,151,12.01121
282.706059,122,12.047069
129.262752,75,12.063949
300.246895,141,12.090256
334.051501,138,12.115738
223.056518,100,12.134008
318.964342,132,12.543359
325.510131,143,12.569053
327.689141,133,12.59308
284.397621,120,12.613996
308.449929,126,12.635828
210.835162,104,12.65467
291.503913,128,12.678538
216.273223,103,12.697253
309.598949,124,12.719226
297.543026,115,12.739376
389.260841,159,12.767386
319.021511,134,12.791272
280.297172,124,12.814132
323.421874,135,12.839102
208.987904,109,12.858381
286.348448,120,12.879711
277.16754,119,12.900812
268.029167,118,13.282758
251.263095,122,13.304518
255.510395,107,13.323208
295.714142,123,13.345969
380.651963,140,13.373338
273.771259,120,13.397326
301.613987,127,13.42236
262.376023,127,13.446668
258.739529,122,13.470596
291.681823,125,13.493984
267.318676,118,13.516181
250.801767,112,13.538216
328.267874,139,13.564373
299.266537,122,13.587619
323.176758,133,13.61288
292.337056,114,13.63398
303.200498,128,14.040964
179.444178,85,14.057987
297.230637,113,14.078895
294.212759,120,14.101264
344.551888,122,14.124513
302.309807,136,14.149432
282.434714,125,14.171846
331.687398,135,14.196134
251.292518,117,14.217439
279.945376,119,14.238376
306.990958,116,14.258617
317.940776,128,14.281308
367.521169,144,14.306571
324.641597,138,14.332714
360.066917,135,14.357424
329.457326,140,14.382468
152.164347,79,14.396904
279.845387,123,14.784258
368.614291,143,14.810326
328.731139,132,14.833708
238.131168,109,14.854828
335.559286,130,14.879314
311.369027,134,14.904565
353.744792,132,14.930116
343.492727,135,14.956135
250.899078,109,14.976382
382.091054,136,15.001651
357.924914,134,15.026505
311.50229,140,15.053523
361.180357,137,15.078714
297.198002,129,15.103594
220.348105,100,15.122551
323.596943,137,15.149193
330.695711,152,15.603624
302.412944,135,15.631292
321.526585,133,15.658276
355.615959,133,15.686058
345.918747,138,15.712613
258.811361,119,15.737145
311.925171,133,15.763541
358.219294,131,15.788952
328.07973,133,15.814468
244.289719,104,15.833693
307.561911,126,15.856543
360.754663,137,15.882223
240.279878,119,15.904667
327.939245,140,15.932516
474.527995,173,15.971805
382.710519,142,17.058656
266.696013,106,17.088922
336.122245,136,17.132942
368.624347,137,17.165506
380.929786,145,17.198098
314.619495,121,17.22264
367.24432,134,17.249137
356.967128,134,17.274807
328.026294,128,17.298902
366.924414,132,17.324457
511.869998,204,17.363932
348.178785,129,17.39248
402.377606,158,17.422151
700.269643,245,17.470466
357.447105,144,17.913133
611.345506,212,17.955149
331.783621,130,17.98419
356.302682,136,18.012162
566.174288,202,18.053487
385.682361,136,18.081358
408.635108,153,18.113265
207.274873,96,18.134992
563.295748,203,18.173469
401.727988,146,18.201279
329.31824,132,18.227859
321.625597,126,18.251767
401.25465,155,18.282419
391.124214,143,18.310278
350.361117,131,18.725502
345.000221,125,18.750134
362.110571,136,18.776342
361.425914,131,18.801449
165.819408,80,18.818514
349.063725,129,18.843639
375.372065,139,18.871382
316.386376,129,18.897145
82.712413,47,18.906369
270.584884,119,18.930399
357.115875,134,18.957683
330.295105,142,18.985308
420.924062,149,19.014163
562.552039,186,19.048381
362.793656,138,19.074438
409.259206,146,19.102164
354.270945,125,19.564264
391.51299,146,19.593847
570.133513,207,19.635359
806.808165,288,19.69324
351.553209,131,19.718438
359.544134,137,19.743581
344.37703,127,19.768427
239.016254,114,19.790349
344.887366,130,19.814862
378.729397,136,19.840273
323.02551,135,19.865831
361.298158,144,19.89255
359.743702,132,19.917093
381.18029,148,20.327555
509.246793,171,20.359536
367.529574,139,20.385627
355.469549,133,20.410542
352.845576,128,20.433984
315.442154,116,20.456093
488.059857,172,20.488271
311.202914,136,20.514159
534.488006,197,20.551392
635.216352,213,20.590884
328.494344,135,20.614413
357.076379,127,20.639563
362.484434,134,20.664185
416.48114,153,20.692565
548.021871,189,21.156231
322.640007,116,21.179357
787.862544,271,21.230367
350.92603,134,21.254105
497.480847,180,21.288903
375.270348,133,21.31438
325.050088,130,21.339393
377.848834,136,21.365495
350.10586,132,21.390513
341.82216,130,21.415068
475.892048,166,21.4465
342.806837,127,21.469662
563.639259,205,21.50756
392.359182,137,21.912773
367.435776,128,21.937134
389.658686,135,21.962505
345.847858,134,21.987931
378.687595,134,22.013224
361.243086,129,22.037026
368.495888,130,22.061869
851.427328,297,22.115161
377.059166,134,22.139606
367.814406,136,22.164962
379.97575,137,22.190928
357.606458,140,22.216819
917.407059,317,22.276003
380.095122,142,22.673695
377.52467,132,22.698163
373.267051,131,22.721436
397.125822,147,22.747295
399.110521,143,22.772598
653.349192,214,22.810384
524.624628,182,22.84224
498.821195,184,22.877417
584.489211,215,22.917315
626.998002,209,22.957437
617.610496,239,23.00195
383.68673,137,23.408549
387.359897,151,23.438978
230.700447,108,23.460063
352.685656,129,23.484616
406.570059,143,23.511386
350.767425,141,23.536843
158.725398,83,23.552969
719.161061,257,23.600224
395.636996,145,23.62742
346.361109,123,23.650382
383.90042,140,23.676127
373.799041,136,23.701513
539.162316,196,23.738774
404.218834,145,23.767601
377.583962,135,23.793439
1277.074824,448,24.25258
380.063819,138,24.278613
369.083456,128,24.301864
361.197196,130,24.32641
370.887466,129,24.350846
100.380937,60,24.362522
364.46991,129,24.38853
545.895837,177,24.422845
375.370802,138,24.449502
284.20543,122,24.472433
609.09391,200,24.510663
93.374046,54,24.521066
746.288941,260,24.961498
617.087869,201,25.006885
366.207351,133,25.034849
383.263481,138,25.06206
327.940057,127,25.087416
387.742896,138,25.114401
396.656384,155,25.143401
459.017862,154,25.172919
421.105441,149,25.201161
390.187607,136,25.228148
358.081005,129,25.252892
384.443297,149,25.281601
374.185584,135,25.306602
327.490897,127,25.330199
397.551421,140,25.76177
361.994397,133,25.788744
618.499295,206,25.829411
369.956732,133,25.855705
350.907153,126,25.880057
354.017937,128,25.903177
323.309586,126,25.927549
354.559606,126,25.951936
431.759081,150,25.982142
349.658321,130,26.007631
301.755157,115,26.030203
728.119503,235,26.075007
673.722239,222,26.117896
380.129755,151,26.146914
350.235514,127,26.565894
364.01388,143,26.593992
358.214459,130,26.618316
80.66016,45,26.626951
364.710633,132,26.652515
234.312763,98,26.670559
362.368496,128,26.695612
362.364148,129,26.71898
381.021127,137,26.745204
149.980707,80,26.759816
374.028143,133,26.784667
250.843614,108,26.804307
366.968358,136,26.83058
433.667308,148,26.857282
759.353163,240,26.90214
562.830994,180,26.936204
364.353435,128,27.330907
341.516464,126,27.356891
277.188911,116,27.379098
568.978014,187,27.414503
390.698307,141,27.440987
367.733771,132,27.467401
727.388834,226,27.513279
347.507627,123,27.540389
386.248892,136,27.566971
383.14661,137,27.592894
745.50614,242,27.63995
589.410962,218,27.680793
414.235559,147,28.094508
401.909571,142,28.122298
627.230139,212,28.162418
504.642745,158,28.194488
384.304001,135,28.220625
348.696117,127,28.245446
611.390666,190,28.281605
388.718643,135,28.307691
341.659897,127,28.331892
379.453618,143,28.35882
393.091008,137,28.384909
378.683052,136,28.410792
335.991131,128,28.435356
366.041748,128,28.459412
381.319089,132,28.484553
388.875831,136,28.887491
559.725249,182,28.923055
180.043192,85,28.939434
368.085676,130,28.964485
628.491946,221,29.005599
680.714829,202,29.042932
271.421332,113,29.06301
625.524041,184,29.097206
584.459531,176,29.142981
653.485922,201,29.18175
373.434676,139,29.208886
370.598237,132,29.234677
374.141167,132,29.259901
378.039458,133,29.666772
659.586528,220,29.708717
374.654849,135,29.734231
355.399022,127,29.758266
361.072137,133,29.781742
349.0615,128,29.804372
609.767575,204,29.840959
385.706619,135,29.865465
377.459652,138,29.889702
625.343166,190,29.923148
290.819742,122,29.945074
367.849426,131,29.968428
630.078201,189,30.002447
548.173112,176,30.395349
362.888201,132,30.418548
360.477721,132,30.441702
141.402917,77,30.454956
373.054229,133,30.479156
171.866104,85,30.494528
349.651364,138,30.519129
364.690888,128,30.54185
582.720567,198,30.576768
656.645922,189,30.610868
148.960368,81,30.625302
650.176296,201,30.662137
181.425447,94,30.678486
638.184171,189,30.712618
381.316,131,30.73639
386.241861,144,31.135101
368.990668,131,31.160393
373.797358,130,31.184234
368.305842,128,31.208108
382.529564,134,31.233641
385.638559,134,31.257913
696.954242,241,31.300206
357.03975,132,31.323227
583.954103,187,31.356093
506.742239,163,31.385307
605.001866,185,31.419698
607.517922,197,31.454747
353.913962,131,31.477834
439.734951,144,31.865826
615.026151,190,31.899528
526.544929,177,31.930215
301.054183,117,31.950723
357.743828,132,31.973894
601.255844,183,32.005868
358.675432,126,32.028827
365.13767,129,32.052847
353.073232,129,32.07564
328.275563,134,32.099139
569.526289,190,32.13256
674.931992,218,32.170303
576.339495,177,32.201305
360.769457,137,32.584829
380.419524,131,32.60871
364.138703,129,32.631486
499.848739,203,32.669569
357.628929,142,32.694647
365.158426,134,32.7181
608.675481,190,32.751159
884.542562,297,32.802886
160.689569,84,32.817492
471.209036,169,32.846898
665.654604,210,32.88458
374.717156,135,32.908941
439.545183,151,32.935847
363.593117,132,33.318919
369.598092,144,33.343992
168.527943,93,33.360282
589.161104,178,33.391535
561.38398,171,33.422588
336.710844,134,33.447046
354.29355,131,33.471485
374.788444,147,33.498756
204.573866,101,33.516684
1219.544227,415,33.589238
410.766274,153,33.61602
361.629587,131,33.639978
570.102819,184,34.032854
354.197743,127,34.055222
358.897728,131,34.078121
497.953046,157,34.105418
369.538301,131,34.128744
593.117234,183,34.16089
148.412512,79,34.174862
459.43454,166,34.204542
527.931682,162,34.233804
567.81995,180,34.265888
386.048309,134,34.28996
607.998256,185,34.323797
498.994907,163,34.352446
488.042051,151,34.379656
502.183659,160,34.775437
492.005132,164,34.806244
315.180938,129,34.83024
448.539656,172,34.861111
399.212231,146,34.886635
528.613395,168,34.916352
621.341278,193,34.96501
454.669055,154,34.995787
628.733866,197,35.032308
450.202289,153,35.060348
627.499205,188,35.095365
352.107626,134,35.119826
466.887737,152,35.511314
382.426768,133,35.536218
692.699673,225,35.577727
507.747781,166,35.608052
572.013345,191,35.641935
542.651404,184,35.674937
405.527443,138,35.699105
325.691487,127,35.721029
474.362372,148,35.747229
630.29972,219,35.785553
643.195073,202,35.820818
176.069988,94,35.837355
447.025896,171,35.868516
180.281865,97,36.259134
474.980345,149,36.286573
682.586483,214,36.326732
656.062701,220,36.365662
531.733289,168,36.394884
350.989919,131,36.418272
375.169295,143,36.443394
611.146122,195,36.478534
537.958576,163,36.50723
509.366539,173,36.537347
370.385966,135,36.56102
623.034976,182,36.592984
345.632827,132,36.977906
671.100941,227,37.018727
361.703106,131,37.041508
505.049356,180,37.072677
399.85146,136,37.096405
403.280117,137,37.12015
573.058682,180,37.151342
512.795341,162,37.180687
606.131288,198,37.217856
809.590422,267,37.265423
574.349485,181,37.297233
620.206412,197,37.330676
682.336705,221,37.731855
396.355594,137,37.755823
342.808072,132,37.779335
375.463463,134,37.80363
647.386124,199,37.839435
605.270993,198,37.87437
456.128087,148,37.900142
401.180505,138,37.924386
368.759987,131,37.94745
606.932467,230,37.987598
621.456625,187,38.02052
554.260318,175,38.053287
383.074564,136,38.444605
693.040221,240,38.487867
373.294049,134,38.511861
567.939171,181,38.543667
387.10155,138,38.568318
516.829702,177,38.599804
566.087408,172,38.630847
559.056779,167,38.661627
528.206343,179,38.693185
574.708143,178,38.767745
383.189118,134,38.800488
444.344309,147,38.827841
736.609135,250,39.238767
413.648624,139,39.263467
605.727724,190,39.297883
569.24146,174,39.329736
559.849122,181,39.361603
549.879092,163,39.390814
395.892307,138,39.415714
278.95163,112,39.43542
439.344367,147,39.46129
513.131881,160,39.4895
522.010513,165,39.518039
373.679326,133,39.541114
379.427286,134,39.564355
481.357641,158,39.97519
567.417381,181,40.008179
600.525496,181,40.04029
475.807845,156,40.067774
325.184015,122,40.089228
444.55706,146,40.116168
526.860895,166,40.148942
568.581887,180,40.184437
597.806409,176,40.216641
376.813091,133,40.240264
432.883375,147,40.266192
588.744683,180,40.297952
530.929415,166,40.327222
496.494675,156,40.749586
567.844185,177,40.783813
574.020928,192,40.822044
372.14739,134,40.848675
461.628663,148,40.877203
577.351328,183,40.91114
372.425904,136,40.936367
525.755873,162,40.965162
591.810238,178,40.996612
384.586873,136,41.020584
462.408613,149,41.046808
596.413897,179,41.0784
520.706885,160,41.480791
377.04455,134,41.505536
689.953952,229,41.547935
515.655371,158,41.577238
549.586509,168,41.607989
516.79125,161,41.636569
503.922366,158,41.665559
494.111126,156,41.692976
543.455622,186,41.72526
502.969156,156,41.752492
551.903796,169,41.78215
514.334174,158,41.809838
405.637791,138,41.833971
431.580755,141,42.2174
513.614415,165,42.247525
592.524272,190,42.281481
395.931504,140,42.306348
516.129951,163,42.335248
435.135271,140,42.360124
488.07467,153,42.387131
487.458803,158,42.414742
351.562957,129,42.437184
464.193818,150,42.463129
532.231827,162,42.491466
415.625478,138,42.515651
556.199015,180,42.547218
423.630498,141,42.938227
523.63722,159,42.966235
433.303896,143,42.991336
576.042536,181,43.023033
512.817053,159,43.052248
544.782359,166,43.092562
507.546726,155,43.125069
541.866919,167,43.156319
473.111453,151,43.185191
468.999028,153,43.213597
564.259495,180,43.246216
412.901743,140,43.270914
353.0536,126,43.292905
571.008183,173,43.821557
656.579242,204,43.861346
532.798687,159,43.890734
500.989717,155,43.920558
542.814915,185,43.956169
549.153128,164,43.98843
435.671571,147,44.016459
535.120625,164,44.047036
537.598763,164,44.077766
466.83392,150,44.106423
513.695272,161,44.136236
552.18055,172,44.168116
529.057054,165,44.198885
469.490906,156,44.591017
846.033872,330,44.650417
498.037178,159,44.680359
514.235481,161,44.709961
540.677073,168,44.739688
479.365306,153,44.76767
535.353776,164,44.798036
531.557464,162,44.827627
478.731737,153,44.85474
531.11875,163,44.883448
595.730122,174,44.913927
575.436498,184,45.307761
571.750903,171,45.339085
492.961343,158,45.369852
409.220928,139,45.396418
490.227767,153,45.42478
394.206679,135,45.449738
392.658523,136,45.475154
387.72097,138,45.500582
463.662582,151,45.528209
535.721767,164,45.557435
494.25227,153,45.584851
428.765566,143,45.610155
330.27834,125,45.632059
141.92572,75,45.646845
241.277037,109,45.667385
716.405958,268,46.096102
490.08653,154,46.124406
575.676066,188,46.158602
504.936217,159,46.188132
369.36416,137,46.213598
541.968571,166,46.246262
487.324251,156,46.277493
438.073634,141,46.304107
510.99959,156,46.335071
411.66158,137,46.360474
352.798624,128,46.385105
502.911513,156,46.413857
530.993131,163,46.818369
454.754638,148,46.846574
382.430126,132,46.873768
530.991987,166,46.904777
496.9912,159,46.934178
503.804097,159,46.963132
489.877818,155,46.990267
484.896555,151,47.017996
440.396581,143,47.043401
468.150356,152,47.069961
488.098895,155,47.097851
474.056225,151,47.125116
528.538854,161,47.154091
497.471931,157,47.182466
430.860396,141,47.569284
489.139502,160,47.597335
470.913121,148,47.623536
490.011321,156,47.653556
525.344315,161,47.68469
424.687544,140,47.710271
510.088252,159,47.738001
515.385854,161,47.766156
500.998263,156,47.793526
467.567706,150,47.819618
531.812361,164,47.848429
534.188762,167,47.877793
509.229327,156,47.905009
524.991434,159,48.293632
540.994138,187,48.326244
502.251336,156,48.353693
510.055199,160,48.381665
483.237251,154,48.408798
479.603418,154,48.435675
468.950691,150,48.463161
470.159311,152,48.492212
170.718449,86,48.510104
491.686331,154,48.539375
518.098473,160,48.569677
530.194646,165,48.600406
527.365918,164,48.631277
541.585708,166,49.070522
534.582066,164,49.104061
543.727135,166,49.138078
463.364185,152,49.178177
513.378852,160,49.234835
501.419158,160,49.26638
550.264565,178,49.301177
523.307317,162,49.332165
537.853274,168,49.364352
454.73602,146,49.423814
529.66077,164,49.472181
