#{"t_start": 1776737486.7722251, "env_id": "Hopper-v5"}
r,l,t
1629.737239,507,50.401206
579.772548,189,50.434957
2023.030303,739,50.938694
596.881773,183,50.971618
882.9281,278,51.021387
1229.405365,383,51.094424
643.981899,199,51.132176
507.108732,160,51.163804
468.226778,152,51.192966
606.018553,189,51.228466
524.724692,212,51.268427
782.92968,245,51.711663
797.687791,260,51.760109
826.681611,252,51.831822
1562.69023,537,51.953564
593.851993,176,51.985964
371.749292,132,52.010667
928.056607,298,52.066311
1020.3452,368,52.497564
1964.081211,720,52.62982
2092.337728,683,52.755857
1565.461708,508,53.211844
788.178841,245,53.257953
586.136718,185,53.291829
663.736308,207,53.329494
882.910594,271,53.37954
608.718464,186,53.412905
304.16511,117,53.433697
319.241987,122,53.455236
600.777271,190,53.488911
775.831055,247,53.534727
901.320656,274,53.950444
1298.478797,400,54.02402
1214.638353,373,54.092056
958.332792,295,54.146178
958.130099,303,54.200839
1344.072194,400,54.271788
725.07957,224,54.683213
1455.856794,460,54.767781
598.031471,180,54.800454
929.959475,299,54.856252
834.395887,247,54.901333
826.346278,256,54.947386
804.845744,237,54.992933
755.168813,232,55.037173
1277.914639,403,55.489028
2329.068485,765,55.644561
609.111293,191,55.681434
1530.223513,496,55.775251
925.391489,291,55.830811
574.797848,185,56.242511
764.39858,293,56.300691
1056.301941,332,56.365576
304.057341,115,56.387306
1417.666826,460,56.474597
640.139742,250,56.522424
953.024189,299,56.577416
924.384064,303,57.010471
1264.364281,375,57.080571
1144.140835,350,57.143555
1222.381546,414,57.219013
633.156811,190,57.252681
1324.707378,471,57.349329
593.207163,188,57.755663
613.811757,192,57.789796
815.387169,255,57.836169
620.423814,194,57.871449
587.324933,182,57.904521
782.305701,239,57.948455
1316.46974,413,58.022518
600.161362,204,58.059025
1479.646745,500,58.519283
812.034295,252,58.565515
791.037717,240,58.610007
704.826855,221,58.650571
758.602808,241,58.695093
827.051265,257,58.769873
792.451165,243,58.816623
624.61788,197,58.853344
809.317454,255,59.264483
867.22391,259,59.310838
700.878953,212,59.3496
527.157729,221,59.390562
1804.057416,637,59.511066
2095.203315,713,60.021983
819.106203,261,60.069699
704.692362,210,60.107771
2293.31644,746,60.251372
982.786673,304,60.309689
994.452321,308,60.368731
864.770701,270,60.831367
2660.260034,903,61.050326
881.460228,281,61.103665
556.632852,185,61.139476
959.987924,326,61.200484
255.004002,109,61.221822
2069.761908,646,61.731281
1001.491144,335,61.792358
1379.814505,403,61.865892
492.812199,167,61.896252
806.080892,251,61.941947
2805.282698,1000,62.508101
1059.146523,334,62.578203
993.937726,311,62.639531
204.370966,92,62.657771
1134.6287,414,62.734665
1600.412148,495,63.217295
529.182447,163,63.249291
766.764178,227,63.290916
1300.499742,405,63.365167
751.880022,240,63.408895
264.023352,109,63.428785
587.702533,189,63.463547
1001.24222,306,63.5207
1284.342714,422,63.963994
891.935229,274,64.01488
757.816519,230,64.057165
645.017832,203,64.096381
1319.86179,405,64.173813
622.627253,201,64.211099
833.196526,254,64.259232
655.622303,193,64.295789
998.794743,297,64.718548
640.272786,200,64.753825
621.669847,190,64.787834
1613.082998,489,64.876213
1099.997702,343,64.937459
886.050947,266,64.985299
908.899186,274,65.033895
787.329153,239,65.443843
1545.68054,514,65.538383
846.896086,254,65.585445
2432.118073,851,65.746803
154.757013,75,65.760936
817.813663,254,66.193613
783.493694,228,66.237521
1090.677595,348,66.309553
2242.114088,811,66.465702
888.187168,272,66.518255
1104.979463,336,66.973311
1594.526659,499,67.065893
800.66897,239,67.111943
867.927637,258,67.159347
688.500166,205,67.196593
716.961479,219,67.235267
773.312053,236,67.279068
992.30771,300,67.333878
1400.234768,423,67.781177
841.90824,258,67.848353
1936.528223,624,67.965751
929.68829,291,68.018156
859.440803,254,68.064825
784.639591,240,68.475721
455.204746,188,68.511172
633.100882,185,68.544421
881.751886,270,68.594099
952.819976,280,68.644428
1080.622243,323,68.703593
646.454895,201,68.740917
1168.367226,353,68.80561
532.815107,218,68.845267
911.121711,281,69.260871
3000.204066,1000,69.443432
1337.078187,440,69.521444
2927.344932,987,70.06537
1492.263776,466,70.150317
1064.574609,312,70.206346
1432.637284,498,70.295333
1022.574891,297,70.713639
2623.748415,925,70.881867
724.189425,231,70.924141
2792.358569,1000,71.481291
785.321693,239,71.526115
742.351659,229,71.568237
3051.701725,1000,71.866114
2152.331868,667,72.372027
1370.901617,411,72.448674
674.845314,206,72.487902
1330.635024,384,72.574014
602.25467,194,72.613189
774.159942,236,72.659034
1125.419218,359,73.119643
768.992257,248,73.166144
1244.803679,419,73.247814
711.730524,221,73.339451
649.160077,215,73.400465
2635.134215,947,73.948126
789.887969,306,74.004593
1273.250232,377,74.072702
1123.204775,354,74.137428
976.557201,312,74.193662
1744.217399,519,74.286568
2451.767101,758,74.785148
1595.732189,490,74.876342
1689.84229,611,74.98883
979.974053,343,75.41842
2939.107605,1000,75.598539
1820.692753,576,75.703441
