#{"t_start": 1776737834.621585, "env_id": "Hopper-v5"}
r,l,t
1869.338882,691,56.059201
642.83086,229,56.494117
1611.87667,596,56.607439
598.980252,188,56.642675
784.482421,254,56.690799
878.096612,282,56.745318
791.077633,252,56.806332
1110.042195,397,57.418651
881.239871,261,57.474104
939.281736,297,57.533474
794.883899,259,57.584118
959.610623,298,57.640898
602.489753,202,57.678245
750.79935,241,57.721047
501.049129,174,57.753413
1814.346293,669,58.292872
602.465323,208,58.3363
758.689569,242,58.383215
831.288148,259,58.436092
1388.079184,448,58.5266
926.678109,281,58.646945
985.428889,319,59.102189
926.564494,281,59.157076
1271.097608,396,59.231415
1602.326695,510,59.325305
991.219751,317,59.385286
657.509518,213,59.424973
814.334105,265,59.844546
613.6873,194,59.87974
797.70714,262,59.930491
757.851924,241,59.975357
510.166106,188,60.010036
1137.248036,355,60.148389
1048.976654,341,60.219234
1280.959139,427,60.710453
874.864836,281,60.76615
567.507767,172,60.801108
646.790089,218,60.846085
536.917626,168,60.880625
919.556648,292,60.940501
692.716893,214,60.983356
1248.375338,389,61.063287
1062.810513,331,61.528839
1056.552392,327,61.588637
703.480957,216,61.627904
647.308914,205,61.664732
1121.561388,364,61.73093
847.297728,272,61.779648
1305.425902,414,61.856204
1230.217886,385,62.303219
626.12134,183,62.339793
709.798628,221,62.383662
1111.200721,346,62.452368
635.006395,203,62.491813
635.260653,194,62.52927
972.699687,318,62.592258
586.889478,191,62.628941
536.802963,167,62.660527
976.798452,302,63.103397
1275.034588,394,63.182105
1057.122541,330,63.246424
712.316659,227,63.289744
781.505429,243,63.340356
129.538478,68,63.355373
1019.267812,327,63.422507
730.656771,224,63.853392
1310.450254,413,63.929103
875.741734,259,63.97601
825.424853,265,64.024591
187.320303,93,64.04171
623.627589,200,64.078427
698.046291,216,64.118324
1078.194921,325,64.177574
1675.072611,577,64.659473
622.058238,199,64.695901
805.018616,246,64.740784
1278.505331,398,64.812694
115.263752,63,64.824107
892.172902,278,64.874481
819.794879,264,64.924028
780.703469,232,64.965915
874.55875,265,65.377711
1031.528647,313,65.435039
252.454393,105,65.455656
664.712813,209,65.499259
671.655415,231,65.55368
899.974292,273,65.621377
1346.509791,442,65.710954
361.860333,139,65.739833
425.697258,150,66.159658
599.672678,176,66.194999
944.20853,300,66.252505
651.374998,205,66.292328
633.029772,198,66.33127
951.139975,289,66.386961
808.85784,262,66.436341
1070.962029,351,66.50279
1015.715868,326,66.956513
2249.142871,811,67.146872
639.372167,203,67.186035
1158.310045,365,67.255004
1063.450632,352,67.31981
928.915894,296,67.745054
1097.356427,354,67.813772
1089.939991,348,67.881587
967.384484,301,67.938012
623.296408,199,67.974979
976.498893,308,68.034185
1683.647714,586,68.539899
1552.203847,506,68.640099
941.848395,300,68.702616
2325.704216,1000,68.911661
792.369277,238,69.548358
1552.393683,572,69.6691
576.966804,182,69.705108
1165.809703,353,69.773517
660.240275,212,69.814612
1889.267107,655,70.359838
541.573861,170,70.395243
1551.208678,507,70.493183
281.840625,128,70.519495
682.948391,212,70.564422
630.876118,195,70.603084
1026.818926,375,70.676356
632.724184,204,70.714576
1446.887775,473,71.229431
734.065678,233,71.273808
737.404376,229,71.317099
942.067977,303,71.374906
681.167902,214,71.41491
965.149178,305,71.471553
1090.809744,326,71.53119
1505.169105,501,71.998991
650.120528,226,72.039545
776.252472,246,72.084163
1474.5856,612,72.195219
622.599118,196,72.230654
900.575863,279,72.283344
680.057617,212,72.689382
2252.845092,1000,72.879815
1043.697429,318,72.939725
686.826922,212,72.979507
682.053928,208,73.019579
439.501906,152,73.048693
2603.051627,872,73.596435
640.342885,200,73.63394
105.311193,58,73.644918
577.633152,223,73.686435
895.890736,327,73.747825
710.6467,220,73.792603
403.520787,145,73.821464
989.234582,302,74.257187
728.084746,216,74.296892
380.475311,147,74.328633
2058.828416,708,74.468933
597.35109,185,74.50465
759.133213,238,74.551021
981.467218,297,74.60937
849.404551,252,75.042537
972.107755,296,75.096461
791.35717,246,75.142882
113.011105,62,75.154529
967.790048,310,75.217247
635.265714,296,75.272381
433.068345,144,75.298189
868.140073,255,75.344184
1496.201755,485,75.802437
1175.357657,351,75.866845
614.630928,198,75.902848
561.115009,171,75.933766
2286.892458,1000,76.119014
884.718211,260,76.551857
696.240969,214,76.592513
860.994719,336,76.653919
379.989461,138,76.679153
2453.948761,1000,76.862549
607.215578,230,77.270502
1487.817164,497,77.359799
1222.003307,385,77.42921
2335.605373,790,77.571441
801.756912,241,77.61462
1207.655501,383,78.063373
995.195297,307,78.12015
1071.70085,342,78.183437
708.618537,221,78.22395
1224.492638,416,78.299404
926.967707,286,78.351857
