#{"t_start": 1776737834.621585, "env_id": "Hopper-v5"}
r,l,t
223.152525,100,10.215419
217.909092,98,10.235166
219.767737,105,10.254354
206.566171,93,10.271741
230.121089,105,10.290942
124.430728,66,10.303629
219.142573,98,10.322499
105.827914,57,10.333155
241.193338,104,10.35238
213.248445,97,10.370319
213.937542,94,10.387417
222.020238,100,10.406536
218.641579,100,10.424994
218.476938,98,10.444017
211.99598,104,10.463426
207.400329,94,10.481947
70.910289,42,10.489848
226.538678,101,10.509366
140.091429,72,10.522925
227.530818,101,10.54242
204.662941,91,10.559753
218.465437,97,10.578645
107.649741,58,10.590454
226.56215,104,10.991218
251.983564,128,11.016454
222.858964,108,11.03989
221.743402,98,11.059186
212.76618,97,11.078565
219.100098,97,11.098039
230.593789,107,11.118448
248.241702,121,11.142135
229.446139,101,11.162272
229.934712,103,11.182908
70.521564,42,11.191463
233.311798,104,11.214254
212.980575,95,11.23339
236.487374,109,11.254875
233.62822,106,11.275968
194.870297,92,11.293908
261.353106,141,11.320691
233.037236,111,11.342403
174.567555,83,11.358793
232.92713,106,11.37858
221.897466,98,11.784397
210.938153,95,11.802941
225.278284,99,11.82301
218.86294,101,11.849244
226.771827,103,11.869602
213.44024,96,11.888701
188.016691,87,11.905553
231.754611,106,11.926554
208.775163,92,11.944428
225.678379,99,11.963449
226.445627,101,11.983533
183.428143,84,11.999913
221.77336,97,12.019527
223.990068,97,12.038428
212.40694,93,12.056438
185.747672,88,12.073385
216.568065,97,12.091751
114.414576,67,12.104805
229.609324,105,12.125716
223.781109,102,12.145525
200.25989,89,12.162943
213.231543,98,12.575199
213.683347,97,12.594777
219.645943,97,12.613452
209.258792,95,12.631281
216.335922,97,12.649313
213.544878,99,12.667558
213.734483,96,12.685474
196.555043,90,12.702683
219.857281,101,12.721957
191.238974,87,12.738502
250.314644,114,12.760523
205.28402,94,12.778317
227.671314,101,12.798167
222.426266,99,12.817833
219.482099,99,12.83648
227.036155,100,12.855465
212.978365,96,12.873781
96.297796,56,12.88436
118.584846,67,12.896987
242.365359,122,12.919335
234.609991,105,12.93877
230.989701,106,13.338865
218.663644,97,13.357789
211.751948,96,13.376748
214.497256,97,13.395241
221.951735,99,13.413387
213.103437,97,13.431554
228.398078,105,13.451736
238.973166,103,13.470856
222.444058,98,13.488743
225.753046,105,13.508575
222.999553,100,13.527431
218.959743,98,13.545297
222.437883,108,13.564761
203.608062,97,13.582217
218.649462,100,13.600942
215.717847,98,13.618406
207.557572,93,13.635343
208.47953,94,13.65278
219.812985,99,13.67165
229.380354,107,13.692054
219.910074,99,13.710021
232.739965,102,14.11333
233.991869,103,14.133407
235.529151,117,14.15609
208.076524,91,14.173263
221.820262,101,14.193006
208.961444,95,14.212257
191.918115,87,14.232239
216.121769,103,14.253188
184.305385,86,14.269642
234.78489,106,14.289925
231.170074,104,14.309236
149.664144,80,14.324655
222.978206,98,14.343259
226.385262,109,14.36389
235.881309,112,14.384831
217.178482,98,14.403696
221.084585,98,14.422354
219.073367,98,14.440624
222.063225,108,14.461259
240.017961,112,14.481822
238.214369,111,14.954679
221.553041,102,14.975115
200.345674,98,14.995448
204.178789,90,15.016201
226.937156,109,15.038038
220.991253,99,15.057968
110.869219,63,15.070335
212.333702,109,15.091322
216.547018,97,15.109966
238.714654,110,15.131006
235.265327,108,15.151072
219.952317,102,15.170052
216.341715,97,15.187939
245.679439,118,15.209396
231.611057,112,15.230131
203.581255,95,15.247583
224.817204,106,15.26696
227.186881,106,15.28649
220.198798,103,15.305782
227.740622,104,15.32553
239.05531,105,15.709458
132.695584,71,15.72277
195.07508,91,15.738986
225.372945,102,15.757318
244.952755,108,15.776996
126.349883,65,15.788752
199.285139,89,15.804721
236.095452,111,15.824762
228.626944,102,15.843506
261.407093,114,15.864198
217.984506,102,15.882434
247.941065,109,15.902213
164.854464,84,15.918022
233.11829,107,15.93897
238.677107,108,15.95953
226.115798,99,15.979396
231.168728,100,15.999256
257.100656,111,16.021984
126.993848,68,16.034936
216.992507,99,16.05405
229.63241,99,16.073429
211.975618,96,16.091835
235.803836,102,16.517848
241.640621,109,16.538681
224.372427,104,16.559327
220.052652,104,16.578787
225.470142,103,16.598649
250.407222,112,16.620531
207.684641,95,16.638044
254.887339,110,16.659436
259.428762,119,16.682478
230.13238,112,16.704541
226.716497,99,16.724167
217.612593,97,16.742767
184.094987,94,16.760964
262.997092,112,16.782027
245.324176,112,16.803204
245.942398,112,16.824405
267.185653,113,16.845371
295.033591,125,16.869524
242.790445,105,16.889319
233.714571,112,17.316209
296.45796,122,17.34062
243.651891,113,17.435334
228.634311,103,17.51105
230.976631,107,17.532334
249.665898,109,17.555324
294.40224,120,17.579585
254.323757,108,17.601437
246.681859,112,17.624047
213.04125,95,17.642511
251.35863,107,17.662915
228.692666,105,17.683974
252.554578,115,17.707429
217.9404,101,17.727555
210.358182,95,17.747199
243.873679,109,17.768332
286.106968,133,17.793871
240.482434,108,17.815508
88.910807,52,17.825675
255.035674,115,18.232029
259.395817,105,18.251759
331.2833,127,18.274495
269.201648,112,18.296121
208.691973,96,18.314802
239.860151,111,18.33609
270.451385,115,18.358337
226.368549,104,18.378626
230.962091,105,18.398681
349.256878,133,18.423385
238.944985,107,18.443302
297.452357,127,18.466368
247.330531,114,18.487418
262.537865,115,18.508369
327.325813,129,18.532027
255.238409,117,18.553448
318.679363,131,18.577058
253.678026,116,18.597674
316.560241,127,19.004826
306.563779,127,19.030269
238.908974,103,19.050452
315.473517,132,19.076863
272.748106,115,19.098648
309.390614,131,19.12345
341.539104,130,19.147901
272.941923,113,19.169007
273.292929,115,19.190954
317.658086,125,19.214745
245.316139,114,19.236534
271.793955,119,19.259371
269.675731,124,19.28267
326.467099,130,19.306847
211.143211,96,19.324752
284.265356,126,19.348255
291.025496,120,19.370706
319.596947,128,19.760427
291.960804,125,19.782786
297.084683,123,19.804986
275.840439,112,19.825734
311.577654,121,19.84757
308.507085,125,19.870081
283.509612,114,19.890794
314.525869,121,19.913309
219.542086,102,19.93238
299.083018,121,19.954685
228.281504,108,19.973893
312.609231,120,19.994681
303.809231,123,20.017975
213.708886,102,20.036761
204.837668,91,20.053429
312.93091,128,20.075761
260.71614,114,20.09581
302.39653,119,20.505515
233.79619,102,20.526199
312.847661,124,20.550095
309.928331,123,20.574393
312.061432,132,20.60072
315.392808,122,20.624139
346.811509,132,20.651025
307.864316,125,20.674814
296.733084,119,20.697763
325.275515,126,20.722611
347.954089,136,20.748576
348.468239,134,20.775984
338.506281,133,20.802184
364.598028,139,20.829858
261.273923,115,20.852708
260.911937,123,20.877286
363.470882,134,21.28051
94.553065,56,21.290942
282.636953,127,21.315192
299.250224,124,21.338639
332.442934,132,21.363176
320.387366,129,21.387442
343.915104,135,21.413126
297.18606,119,21.435335
331.962741,132,21.459589
324.511529,132,21.48429
568.245262,205,21.532866
305.131217,119,21.555564
177.270285,86,21.571801
343.867373,144,21.59883
377.227045,139,21.625515
328.291642,129,21.649554
306.082758,119,21.672384
341.338506,136,22.066089
367.651782,137,22.090739
285.448718,124,22.112984
283.815239,118,22.134241
339.560675,133,22.158468
330.70306,134,22.182762
320.12087,133,22.207197
352.904239,135,22.232022
363.142125,134,22.256311
308.583035,127,22.279568
229.493748,100,22.297787
326.247325,130,22.321441
491.193783,185,22.354248
305.183015,123,22.37642
313.267452,132,22.400217
347.082874,131,22.805414
326.345616,133,22.830276
68.433083,41,22.838203
382.563936,141,22.863768
356.154214,135,22.888136
375.462906,136,22.913452
270.030422,115,22.934273
335.4937,130,22.957594
355.685383,139,22.982646
344.733728,142,23.009116
314.673122,130,23.033871
339.062216,129,23.056846
394.613994,143,23.082267
373.440966,141,23.107755
148.754209,81,23.122656
279.042421,115,23.14323
288.397592,122,23.165467
356.034727,140,23.559456
349.428327,132,23.583202
328.392622,131,23.606978
412.339672,166,23.636567
349.855307,139,23.661905
357.286019,138,23.686854
383.405311,145,23.713234
361.681637,141,23.738911
385.899631,145,23.76486
417.979426,163,23.793924
367.484561,134,23.818279
369.149003,137,23.843001
369.84898,132,23.867131
330.796623,131,23.890705
340.97942,128,24.277733
379.149107,149,24.304052
367.043705,144,24.330126
410.642668,157,24.358242
356.735217,140,24.383428
322.026913,123,24.406844
341.133576,130,24.430101
411.325337,150,24.459044
382.642919,149,24.487492
341.837446,138,24.514207
365.239762,135,24.538947
504.154027,185,24.574175
342.938009,127,24.598917
518.113182,188,24.634464
286.056041,134,25.033824
408.616866,150,25.061619
368.515122,144,25.087564
261.78659,120,25.108925
381.289254,148,25.13513
488.932474,178,25.16656
351.113632,141,25.19205
447.464566,164,25.221558
639.770521,228,25.262511
385.861206,149,25.289233
391.91686,160,25.318151
457.188099,167,25.348055
366.319995,135,25.372508
385.76854,149,25.823466
535.652482,193,25.859248
589.330606,210,25.898067
67.457096,41,25.905659
564.693725,207,25.943372
570.838159,207,25.982437
390.462251,149,26.010527
355.459357,145,26.039039
634.693353,242,26.084698
292.904235,123,26.107049
365.499943,137,26.132808
364.963905,139,26.158683
244.088039,112,26.178525
386.176857,137,26.585251
363.624182,132,26.61192
437.906535,162,26.644305
215.654525,107,26.665905
456.074156,158,26.698297
393.151981,145,26.726665
433.036312,160,26.757797
577.3698,193,26.794136
582.862248,205,26.833875
559.396492,196,26.870321
376.938047,142,26.896264
385.845666,153,26.923435
428.539328,161,26.952047
381.31513,144,27.347907
587.440802,203,27.385055
554.755239,194,27.419626
366.860093,143,27.445145
386.579928,143,27.470893
585.308864,213,27.50901
660.898495,249,27.553695
468.49055,170,27.584156
94.744558,59,27.594517
513.161122,188,27.628726
384.998056,139,27.65312
597.936996,205,27.689406
391.853502,142,28.081022
400.782588,143,28.10859
298.755404,124,28.131022
443.72224,159,28.159634
610.670885,208,28.196135
395.764755,142,28.221108
374.215435,135,28.246989
375.836944,133,28.271584
481.532862,168,28.301995
597.19497,196,28.338534
649.746646,214,28.40438
496.145069,173,28.43824
381.287475,153,28.466771
510.707278,176,28.86722
582.90255,212,28.904835
376.753928,140,28.931153
575.971322,194,28.966274
104.675638,60,28.976813
360.977513,135,29.002036
511.570175,183,29.034833
582.688067,201,29.070517
377.348106,134,29.094366
556.228628,198,29.129856
385.169509,138,29.154116
403.983298,144,29.180104
633.680428,222,29.584978
352.111477,129,29.608778
399.228817,141,29.633933
403.745027,146,29.660161
403.993834,140,29.685578
798.297607,287,29.736607
670.770231,238,29.779049
521.046478,174,29.810205
430.683076,160,29.840302
507.332863,168,29.871747
445.302437,169,29.901564
544.098453,181,29.934306
381.511765,140,30.325107
378.539616,140,30.352724
375.030338,143,30.379888
195.059267,91,30.398187
381.100821,142,30.423616
411.03263,146,30.450053
394.015842,140,30.475102
407.051841,148,30.501739
381.196984,135,30.525914
565.638208,201,30.562016
369.503553,132,30.58589
505.339911,169,30.616121
577.021198,193,30.650319
506.152006,179,30.682299
511.275637,175,31.123083
561.916432,195,31.160113
557.646444,183,31.195476
379.100332,135,31.220506
338.034427,128,31.245533
359.230419,132,31.270116
545.721298,181,31.302606
399.576889,141,31.327911
409.445859,143,31.354091
719.548411,240,31.397061
548.573104,182,31.430933
447.229812,153,31.458137
492.105622,165,31.864617
381.581746,139,31.89104
841.084352,281,31.944299
405.319135,149,31.972136
429.466701,147,31.999807
1376.792577,489,32.089746
590.523588,200,32.125067
430.537763,149,32.151962
614.606706,198,32.187032
498.830549,164,32.217285
425.093733,146,32.608766
571.260529,188,32.644464
418.251017,143,32.673023
787.629889,253,32.719439
615.740627,205,32.759383
545.82143,183,32.794601
413.559254,144,32.821854
493.137981,165,32.852361
386.383987,135,32.877611
530.411282,181,32.911313
425.084502,146,32.938898
385.614484,135,32.964481
348.351754,128,33.416967
1741.077562,697,33.553716
530.569773,187,33.589885
417.309901,156,33.621014
622.683473,209,33.661817
562.554665,182,33.697629
404.491287,150,33.72566
837.397916,312,33.78636
98.937278,59,33.798215
620.020121,206,34.248831
554.247765,183,34.28397
844.729436,270,34.334781
435.08971,148,34.36305
581.61803,189,34.398816
611.721783,198,34.436214
554.721627,181,34.47114
595.166642,202,34.508748
637.136336,212,34.547093
1132.674359,430,35.000275
531.73916,182,35.03475
556.43518,198,35.071356
509.593349,178,35.103899
470.254336,157,35.13311
967.997047,325,35.191054
123.538027,73,35.204494
533.35886,198,35.240285
422.395114,163,35.270541
567.991388,204,35.307752
504.15899,199,35.343367
609.01881,210,35.757365
625.18402,195,35.794244
616.982114,216,35.834202
653.489118,221,35.874213
543.944062,189,35.907779
659.349528,231,35.949447
585.371133,206,35.987417
895.310437,299,36.042567
451.454541,153,36.070639
488.416012,159,36.101074
586.473708,209,36.512641
431.257239,150,36.540965
564.591434,180,36.573128
657.565059,223,36.612107
561.133482,198,36.647362
1734.565614,654,36.773057
644.080713,215,36.816157
608.36288,207,36.85549
572.313551,202,37.279021
868.847684,302,37.336216
538.744482,181,37.369814
1245.285533,474,37.456977
535.530468,181,37.488946
1335.338408,444,37.568948
623.841581,204,37.605936
514.70438,170,38.00884
505.901686,175,38.041926
444.247994,152,38.06902
788.677811,249,38.11341
652.166407,226,38.155187
909.684339,306,38.211299
793.72228,262,38.25853
785.021359,256,38.304851
749.236179,237,38.347992
469.055203,164,38.749499
537.29619,191,38.784176
1040.901995,427,38.862694
715.161052,228,38.903832
385.290409,162,38.934068
583.405377,205,38.97112
429.638739,152,38.998776
570.702905,191,39.034704
574.930126,203,39.072065
628.931516,201,39.107719
553.32476,181,39.525823
515.028502,172,39.558928
681.229825,226,39.600539
846.734871,277,39.652174
756.486489,255,39.70071
116.71496,69,39.713504
536.970242,179,39.747702
736.956108,240,39.793591
679.736662,246,39.841707
824.475883,266,40.278685
628.39093,217,40.320634
820.707021,264,40.371686
615.956941,217,40.414026
1251.214041,459,40.500705
950.759588,357,40.569923
711.971806,232,40.613052
750.505953,240,40.657546
171.892383,86,41.084749
829.644085,278,41.139766
687.277439,229,41.18461
815.189299,257,41.233172
408.487291,142,41.260999
716.071637,247,41.310378
572.617868,185,41.345479
651.128045,209,41.386182
658.124703,216,41.426351
560.143984,193,41.462599
821.472741,274,41.915012
600.456457,195,41.951186
645.702184,211,41.992786
536.184568,176,42.027709
647.710984,211,42.068146
605.693036,194,42.105173
908.453604,314,42.164495
577.489782,189,42.200056
660.145866,207,42.2394
636.372143,204,42.657988
720.554488,223,42.699335
641.290528,212,42.73798
525.889252,183,42.773364
653.433315,221,42.815205
559.161495,187,42.85007
649.539109,219,42.890642
404.484281,152,42.917854
875.654204,291,42.972072
527.879071,189,43.028829
764.925065,240,43.488273
191.945297,90,43.505816
573.766614,201,43.54253
637.911784,207,43.578722
722.312613,225,43.619084
594.916571,194,43.653659
648.156719,212,43.691205
754.158138,238,43.733419
579.483831,193,43.76784
636.501188,207,43.804452
1177.330058,402,44.244554
310.105631,128,44.268795
730.752901,235,44.311033
545.156956,190,44.345826
394.690447,144,44.389296
950.965233,302,44.446728
783.945518,241,44.492996
1117.358532,368,44.564606
665.481716,210,44.987186
893.40126,295,45.042955
790.895812,245,45.089471
567.703667,183,45.122685
1246.759391,416,45.19845
710.352895,225,45.238839
712.989876,225,45.280618
827.436853,276,45.331529
837.051357,266,45.759668
540.743197,180,45.794447
457.604552,158,45.824786
1317.348203,419,45.90282
549.755858,182,45.9373
807.53235,253,45.985459
131.587048,68,45.99822
576.726845,184,46.032858
1122.626655,381,46.107274
128.446629,67,46.12032
909.767945,286,46.579687
1586.783655,578,46.687486
813.3374,268,46.736835
804.59008,259,46.788755
87.899841,51,46.798896
690.932826,219,46.840417
903.895952,297,46.89668
1421.9392,498,47.369534
974.60382,311,47.428594
692.153469,218,47.469706
683.853735,221,47.510797
893.8763,283,47.563104
710.333042,223,47.604261
572.033047,188,47.63886
625.807586,208,47.676856
275.812689,132,48.076436
771.513303,255,48.123688
594.378202,189,48.157964
591.1368,202,48.195196
330.888932,141,48.220442
901.384527,284,48.273889
964.399472,314,48.335104
531.782002,180,48.370017
711.385203,238,48.416077
1234.403887,388,48.876952
1269.682803,412,48.950733
707.781931,224,48.991311
771.715301,244,49.036014
754.858486,244,49.080564
852.707141,279,49.130537
665.334335,214,49.168765
673.892819,216,49.581387
652.888975,207,49.625796
1005.567633,331,49.692438
748.353698,252,49.741057
1291.035571,484,49.841069
764.744698,253,49.889959
846.880511,259,49.9399
858.552625,279,50.370686
544.506971,182,50.404626
301.487009,130,50.428214
1178.267086,370,50.496279
930.01483,299,50.550321
766.498589,252,50.59676
575.810942,193,50.633882
791.408804,250,50.680364
1202.039005,395,51.487169
253.289174,125,51.512162
870.704441,289,51.567675
588.375141,189,51.603481
745.215364,236,51.648186
961.436197,313,51.707169
1081.114289,339,51.772757
591.596045,214,51.815772
901.544471,288,52.36339
562.930865,186,52.3998
944.373776,308,52.457557
1077.578701,357,52.52449
180.139777,88,52.541208
1319.57336,428,52.620631
739.04596,230,52.662159
645.606373,207,52.699488
650.556749,204,52.760708
1523.870294,507,53.271614
1090.126681,373,53.345225
790.540072,270,53.399767
1008.10102,330,53.467874
165.536623,85,53.484814
756.352323,242,53.532245
1212.253577,396,54.01691
779.315281,248,54.065845
884.669468,286,54.120809
824.125339,280,54.175988
862.779024,280,54.229851
813.057708,261,54.278841
1108.221394,389,54.356148
700.205542,230,54.821362
702.549251,234,54.866229
1157.387129,375,54.938693
666.872408,215,54.980174
535.143548,195,55.018132
852.794559,260,55.070038
669.976896,212,55.110145
699.423673,218,55.15016
782.401696,236,55.194176
1825.99678,627,55.792551
1023.543803,333,55.855134
1083.809722,352,55.922535
